Hour,Export [MW],,,Import [MW],,,Export [MW/MWmax],,,Import [MW/MWmax],,
337,5200,5200,5200,1436,936,2200,1,1,1,0.44875,0.2925,0.6875
338,5200,5200,5200,1436,936,2200,1,1,1,0.44875,0.2925,0.6875
339,5200,5200,5200,1436,936,2200,1,1,1,0.44875,0.2925,0.6875
340,5200,5200,5200,1436,936,2200,1,1,1,0.44875,0.2925,0.6875
341,5200,5200,5200,1336,936,2200,1,1,1,0.4175,0.2925,0.6875
342,5200,5200,5200,1336,936,2200,1,1,1,0.4175,0.2925,0.6875
343,5200,5200,5200,1436,1536,2200,1,1,1,0.44875,0.48,0.6875
344,5200,5200,5200,1436,1536,2400,1,1,1,0.44875,0.48,0.75
345,5200,5200,5200,1436,1536,2400,1,1,1,0.44875,0.48,0.75
346,5200,5200,5200,1436,2136,2400,1,1,1,0.44875,0.6675,0.75
347,5200,5200,5200,1436,2136,2800,1,1,1,0.44875,0.6675,0.875
348,5200,5200,5200,1436,2136,2800,1,1,1,0.44875,0.6675,0.875
349,5200,5200,5200,1436,2136,2800,1,1,1,0.44875,0.6675,0.875
350,5200,5200,5200,1436,2136,2800,1,1,1,0.44875,0.6675,0.875
351,5200,5200,5200,1436,2136,2800,1,1,1,0.44875,0.6675,0.875
352,5200,5200,5200,1436,2136,3000,1,1,1,0.44875,0.6675,0.9375
353,5200,5200,5200,1436,2236,3000,1,1,1,0.44875,0.69875,0.9375
354,5200,5200,5200,1436,2236,3000,1,1,1,0.44875,0.69875,0.9375
355,5200,5200,5200,1436,2236,3000,1,1,1,0.44875,0.69875,0.9375
356,5200,5200,5200,1436,2236,3000,1,1,1,0.44875,0.69875,0.9375
357,5200,5200,5200,1436,2136,3000,1,1,1,0.44875,0.6675,0.9375
358,5200,5200,5200,1436,1536,3000,1,1,1,0.44875,0.48,0.9375
359,5200,5200,5200,1336,936,3000,1,1,1,0.4175,0.2925,0.9375
360,5200,5200,5200,1436,936,2936,1,1,1,0.44875,0.2925,0.9175
361,5200,5200,5200,1436,936,2936,1,1,1,0.44875,0.2925,0.9175
362,5200,5200,5200,1436,936,2936,1,1,1,0.44875,0.2925,0.9175
363,5200,5200,5200,1436,936,2936,1,1,1,0.44875,0.2925,0.9175
364,5200,5200,5200,1436,936,2936,1,1,1,0.44875,0.2925,0.9175
365,5200,5200,5200,1436,936,2936,1,1,1,0.44875,0.2925,0.9175
366,5200,5200,5200,1436,936,2936,1,1,1,0.44875,0.2925,0.9175
367,5200,5200,5200,1636,1536,3000,1,1,1,0.51125,0.48,0.9375
368,5200,5200,5200,1636,1836,3000,1,1,1,0.51125,0.57375,0.9375
369,5200,5200,5200,1636,1836,3000,1,1,1,0.51125,0.57375,0.9375
370,5200,5200,5200,1636,2136,3000,1,1,1,0.51125,0.6675,0.9375
371,5200,5200,5200,1636,2136,3000,1,1,1,0.51125,0.6675,0.9375
372,5200,5200,5200,1636,2136,3000,1,1,1,0.51125,0.6675,0.9375
373,5200,5200,5200,1636,2136,3000,1,1,1,0.51125,0.6675,0.9375
374,5200,5200,5200,1636,2136,3000,1,1,1,0.51125,0.6675,0.9375
375,5200,5200,5200,1636,2136,3000,1,1,1,0.51125,0.6675,0.9375
376,5200,5200,5200,1636,2136,3000,1,1,1,0.51125,0.6675,0.9375
377,5200,5200,5200,1636,2236,3000,1,1,1,0.51125,0.69875,0.9375
378,5200,5200,5200,1636,2236,3000,1,1,1,0.51125,0.69875,0.9375
379,5200,5200,5200,1636,2236,3000,1,1,1,0.51125,0.69875,0.9375
380,5200,5200,5200,1636,2236,3000,1,1,1,0.51125,0.69875,0.9375
381,5200,5200,5200,1636,2136,3000,1,1,1,0.51125,0.6675,0.9375
382,5200,5200,5200,1436,1536,3000,1,1,1,0.44875,0.48,0.9375
383,5200,5200,5200,1436,936,3000,1,1,1,0.44875,0.2925,0.9375
384,5200,5200,5200,1436,936,2936,1,1,1,0.44875,0.2925,0.9175
385,5200,5200,5200,1436,936,2936,1,1,1,0.44875,0.2925,0.9175
386,5200,5200,5200,1436,936,2936,1,1,1,0.44875,0.2925,0.9175
387,5200,5200,5200,1436,936,2936,1,1,1,0.44875,0.2925,0.9175
388,5200,5200,5200,1436,936,2936,1,1,1,0.44875,0.2925,0.9175
389,5200,5200,5200,1436,936,2936,1,1,1,0.44875,0.2925,0.9175
390,5200,5200,5200,1436,936,2936,1,1,1,0.44875,0.2925,0.9175
391,5200,5200,5200,1436,1436,3000,1,1,1,0.44875,0.44875,0.9375
392,5200,5200,5200,1436,1436,3000,1,1,1,0.44875,0.44875,0.9375
393,5200,5200,5200,1436,1436,3000,1,1,1,0.44875,0.44875,0.9375
394,5200,5200,5200,1436,1436,3000,1,1,1,0.44875,0.44875,0.9375
395,5200,5200,5200,1436,1436,3000,1,1,1,0.44875,0.44875,0.9375
396,5200,5200,5200,1436,1436,3000,1,1,1,0.44875,0.44875,0.9375
397,5200,5200,5200,1436,1436,3000,1,1,1,0.44875,0.44875,0.9375
398,5200,5200,5200,1436,1436,3000,1,1,1,0.44875,0.44875,0.9375
399,5200,5200,5200,1436,1436,3000,1,1,1,0.44875,0.44875,0.9375
400,5200,5200,5200,1436,1436,3000,1,1,1,0.44875,0.44875,0.9375
401,5200,5200,5200,1436,1436,3000,1,1,1,0.44875,0.44875,0.9375
402,5200,5200,5200,1436,1436,3000,1,1,1,0.44875,0.44875,0.9375
403,5200,5200,5200,1436,1436,3000,1,1,1,0.44875,0.44875,0.9375
404,5200,5200,5200,1436,1436,3000,1,1,1,0.44875,0.44875,0.9375
405,5200,5200,5200,1436,1436,3000,1,1,1,0.44875,0.44875,0.9375
406,5200,5200,5200,1436,1436,3000,1,1,1,0.44875,0.44875,0.9375
407,5200,5200,5200,1436,936,3000,1,1,1,0.44875,0.2925,0.9375
408,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
409,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
410,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
411,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
412,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
413,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
414,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
415,5200,5200,5200,1536,1536,3200,1,1,1,0.48,0.48,1
416,5200,5200,5200,1536,1836,3200,1,1,1,0.48,0.57375,1
417,5200,5200,5200,1536,1836,3200,1,1,1,0.48,0.57375,1
418,5200,5200,5200,1536,2036,3200,1,1,1,0.48,0.63625,1
419,5200,5200,5200,1536,2036,3200,1,1,1,0.48,0.63625,1
420,5200,5200,5200,1536,2036,3200,1,1,1,0.48,0.63625,1
421,5200,5200,5200,1536,2036,3200,1,1,1,0.48,0.63625,1
422,5200,5200,5200,1536,1936,3200,1,1,1,0.48,0.605,1
423,5200,5200,5200,1536,1936,3200,1,1,1,0.48,0.605,1
424,5200,5200,5200,1536,1936,3200,1,1,1,0.48,0.605,1
425,5200,5200,5200,1536,2036,3200,1,1,1,0.48,0.63625,1
426,5200,5200,5200,1536,2036,3200,1,1,1,0.48,0.63625,1
427,5200,5200,5200,1536,2036,3200,1,1,1,0.48,0.63625,1
428,5200,5200,5200,1536,2036,3200,1,1,1,0.48,0.63625,1
429,5200,5200,5200,1536,1936,3200,1,1,1,0.48,0.605,1
430,5200,5200,5200,1536,1536,3200,1,1,1,0.48,0.48,1
431,5200,5200,5200,1536,936,3200,1,1,1,0.48,0.2925,1
432,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
433,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
434,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
435,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
436,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
437,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
438,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
439,5200,5200,5200,1736,1536,3200,1,1,1,0.5425,0.48,1
440,5200,5200,5200,1736,1836,3200,1,1,1,0.5425,0.57375,1
441,5200,5200,5200,1736,1836,3200,1,1,1,0.5425,0.57375,1
442,5200,5200,5200,1736,2036,3200,1,1,1,0.5425,0.63625,1
443,5200,5200,5200,1736,2036,3200,1,1,1,0.5425,0.63625,1
444,5200,5200,5200,1736,2036,3200,1,1,1,0.5425,0.63625,1
445,5200,5200,5200,1736,2036,3200,1,1,1,0.5425,0.63625,1
446,5200,5200,5200,1736,1936,3200,1,1,1,0.5425,0.605,1
447,5200,5200,5200,1736,1936,3200,1,1,1,0.5425,0.605,1
448,5200,5200,5200,1736,1936,3200,1,1,1,0.5425,0.605,1
449,5200,5200,5200,1736,2036,3200,1,1,1,0.5425,0.63625,1
450,5200,5200,5200,1736,2036,3200,1,1,1,0.5425,0.63625,1
451,5200,5200,5200,1736,2036,3200,1,1,1,0.5425,0.63625,1
452,5200,5200,5200,1736,2036,3200,1,1,1,0.5425,0.63625,1
453,5200,5200,5200,1736,1936,3200,1,1,1,0.5425,0.605,1
454,5200,5200,5200,1536,1536,3200,1,1,1,0.48,0.48,1
455,5200,5200,5200,1536,936,3200,1,1,1,0.48,0.2925,1
456,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
457,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
458,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
459,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
460,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
461,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
462,5200,5200,5200,1536,936,2936,1,1,1,0.48,0.2925,0.9175
463,5200,5200,5200,1736,1536,3200,1,1,1,0.5425,0.48,1
464,5200,5200,5200,1736,1836,3200,1,1,1,0.5425,0.57375,1
465,5200,5200,5200,1736,1836,3200,1,1,1,0.5425,0.57375,1
466,5200,5200,5200,1736,2136,3200,1,1,1,0.5425,0.6675,1
467,5200,5200,5200,1736,2136,3200,1,1,1,0.5425,0.6675,1
468,5200,5200,5200,1736,2136,3200,1,1,1,0.5425,0.6675,1
469,5200,5200,5200,1736,2136,3200,1,1,1,0.5425,0.6675,1
470,5200,5200,5200,1736,2136,3200,1,1,1,0.5425,0.6675,1
471,5200,5200,5200,1736,2136,3200,1,1,1,0.5425,0.6675,1
472,5200,5200,5200,1736,2136,3200,1,1,1,0.5425,0.6675,1
473,5200,5200,5200,1736,2236,3200,1,1,1,0.5425,0.69875,1
474,5200,5200,5200,1736,2236,3200,1,1,1,0.5425,0.69875,1
475,5200,5200,5200,1736,2236,3200,1,1,1,0.5425,0.69875,1
476,5200,5200,5200,1736,2236,3200,1,1,1,0.5425,0.69875,1
477,5200,5200,5200,1736,2136,3200,1,1,1,0.5425,0.6675,1
478,5200,5200,5200,1536,1536,3200,1,1,1,0.48,0.48,1
479,5200,5200,5200,1536,936,3200,1,1,1,0.48,0.2925,1
480,5200,5200,5200,1836,936,2936,1,1,1,0.57375,0.2925,0.9175
481,5200,5200,5200,1836,936,2936,1,1,1,0.57375,0.2925,0.9175
482,5200,5200,5200,1836,936,2936,1,1,1,0.57375,0.2925,0.9175
483,5200,5200,5200,1836,936,2936,1,1,1,0.57375,0.2925,0.9175
484,5200,5200,5200,1836,936,2936,1,1,1,0.57375,0.2925,0.9175
485,5200,5200,5200,1836,936,2936,1,1,1,0.57375,0.2925,0.9175
486,5200,5200,5200,1836,936,2936,1,1,1,0.57375,0.2925,0.9175
487,5200,5200,5200,1836,1536,3200,1,1,1,0.57375,0.48,1
488,5200,5200,5200,1836,1836,3200,1,1,1,0.57375,0.57375,1
489,5200,5200,5200,1836,1836,3200,1,1,1,0.57375,0.57375,1
490,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
491,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
492,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
493,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
494,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
495,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
496,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
497,5200,5200,5200,1836,2236,3200,1,1,1,0.57375,0.69875,1
498,5200,5200,5200,1836,2236,3200,1,1,1,0.57375,0.69875,1
499,5200,5200,5200,1836,2236,3200,1,1,1,0.57375,0.69875,1
500,5200,5200,5200,1836,2236,3200,1,1,1,0.57375,0.69875,1
501,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
502,5200,5200,5200,1836,1536,3200,1,1,1,0.57375,0.48,1
503,5200,5200,5200,1836,936,3200,1,1,1,0.57375,0.2925,1
504,5200,5200,5200,1836,936,2936,1,1,1,0.57375,0.2925,0.9175
505,5200,5200,5200,1836,936,2936,1,1,1,0.57375,0.2925,0.9175
506,5200,5200,5200,1836,936,2936,1,1,1,0.57375,0.2925,0.9175
507,5200,5200,5200,1836,936,2936,1,1,1,0.57375,0.2925,0.9175
508,5200,5200,5200,1836,936,2936,1,1,1,0.57375,0.2925,0.9175
509,5200,5200,5200,1836,936,2936,1,1,1,0.57375,0.2925,0.9175
510,5200,5200,5200,1836,936,2936,1,1,1,0.57375,0.2925,0.9175
511,5200,5200,5200,1836,1536,3200,1,1,1,0.57375,0.48,1
512,5200,5200,5200,1836,1836,3200,1,1,1,0.57375,0.57375,1
513,5200,5200,5200,1836,1836,3200,1,1,1,0.57375,0.57375,1
514,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
515,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
516,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
517,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
518,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
519,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
520,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
521,5200,5200,5200,1836,2236,3200,1,1,1,0.57375,0.69875,1
522,5200,5200,5200,1836,2236,3200,1,1,1,0.57375,0.69875,1
523,5200,5200,5200,1836,2236,3200,1,1,1,0.57375,0.69875,1
524,5200,5200,5200,1836,2236,3200,1,1,1,0.57375,0.69875,1
525,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
526,5200,5200,5200,1836,1536,3200,1,1,1,0.57375,0.48,1
527,5200,5200,5200,1836,936,3200,1,1,1,0.57375,0.2925,1
528,5200,5200,5200,1836,1136,2936,1,1,1,0.57375,0.355,0.9175
529,5200,5200,5200,1836,1136,2936,1,1,1,0.57375,0.355,0.9175
530,5200,5200,5200,1836,936,2936,1,1,1,0.57375,0.2925,0.9175
531,5200,5200,5200,1836,936,2936,1,1,1,0.57375,0.2925,0.9175
532,5200,5200,5200,1836,936,2936,1,1,1,0.57375,0.2925,0.9175
533,5200,5200,5200,1836,936,2936,1,1,1,0.57375,0.2925,0.9175
534,5200,5200,5200,1836,936,2936,1,1,1,0.57375,0.2925,0.9175
535,5200,5200,5200,1836,1536,3200,1,1,1,0.57375,0.48,1
536,5200,5200,5200,1836,1936,3200,1,1,1,0.57375,0.605,1
537,5200,5200,5200,1836,1936,3200,1,1,1,0.57375,0.605,1
538,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
539,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
540,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
541,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
542,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
543,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
544,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
545,5200,5200,5200,1836,2236,3200,1,1,1,0.57375,0.69875,1
546,5200,5200,5200,1836,2236,3200,1,1,1,0.57375,0.69875,1
547,5200,5200,5200,1836,2236,3200,1,1,1,0.57375,0.69875,1
548,5200,5200,5200,1836,2236,3200,1,1,1,0.57375,0.69875,1
549,5200,5200,5200,1836,2136,3200,1,1,1,0.57375,0.6675,1
550,5200,5200,5200,1836,1536,3200,1,1,1,0.57375,0.48,1
551,5200,5200,5200,1836,1136,3200,1,1,1,0.57375,0.355,1
552,5200,5200,5200,1636,1136,2936,1,1,1,0.51125,0.355,0.9175
553,5200,5200,5200,1636,1136,2936,1,1,1,0.51125,0.355,0.9175
554,5200,5200,5200,1636,936,2936,1,1,1,0.51125,0.2925,0.9175
555,5200,5200,5200,1636,936,2936,1,1,1,0.51125,0.2925,0.9175
556,5200,5200,5200,1636,936,2936,1,1,1,0.51125,0.2925,0.9175
557,5200,5200,5200,1636,936,2936,1,1,1,0.51125,0.2925,0.9175
558,5200,5200,5200,1636,936,2936,1,1,1,0.51125,0.2925,0.9175
559,5200,5200,5200,1636,1436,3200,1,1,1,0.51125,0.44875,1
560,5200,5200,5200,1636,1436,3200,1,1,1,0.51125,0.44875,1
561,5200,5200,5200,1636,1436,3200,1,1,1,0.51125,0.44875,1
562,5200,5200,5200,1636,1436,3200,1,1,1,0.51125,0.44875,1
563,5200,5200,5200,1636,1636,3200,1,1,1,0.51125,0.51125,1
564,5200,5200,5200,1636,1636,3200,1,1,1,0.51125,0.51125,1
565,5200,5200,5200,1636,1636,3200,1,1,1,0.51125,0.51125,1
566,5200,5200,5200,1636,1636,3200,1,1,1,0.51125,0.51125,1
567,5200,5200,5200,1636,1436,3200,1,1,1,0.51125,0.44875,1
568,5200,5200,5200,1636,1436,3200,1,1,1,0.51125,0.44875,1
569,5200,5200,5200,1636,1436,3200,1,1,1,0.51125,0.44875,1
570,5200,5200,5200,1636,1436,3200,1,1,1,0.51125,0.44875,1
571,5200,5200,5200,1636,1436,3200,1,1,1,0.51125,0.44875,1
572,5200,5200,5200,1636,1436,3200,1,1,1,0.51125,0.44875,1
573,5200,5200,5200,1636,1436,3200,1,1,1,0.51125,0.44875,1
574,5200,5200,5200,1636,1436,3200,1,1,1,0.51125,0.44875,1
575,5200,5200,5200,1636,1136,3200,1,1,1,0.51125,0.355,1
576,5200,5200,5200,1636,1136,2936,1,1,1,0.51125,0.355,0.9175
577,5200,5200,5200,1636,1136,2936,1,1,1,0.51125,0.355,0.9175
578,5200,5200,5200,1636,936,2936,1,1,1,0.51125,0.2925,0.9175
579,5200,5200,5200,1636,936,2936,1,1,1,0.51125,0.2925,0.9175
580,5200,5200,5200,1636,936,2936,1,1,1,0.51125,0.2925,0.9175
581,5200,5200,5200,1636,936,2936,1,1,1,0.51125,0.2925,0.9175
582,5200,5200,5200,1636,936,2936,1,1,1,0.51125,0.2925,0.9175
583,5200,5200,5200,1636,1536,3200,1,1,1,0.51125,0.48,1
584,5200,5200,5200,1636,1936,3200,1,1,1,0.51125,0.605,1
585,5200,5200,5200,1636,1936,3200,1,1,1,0.51125,0.605,1
586,5200,5200,5200,1636,2136,3200,1,1,1,0.51125,0.6675,1
587,5200,5200,5200,1636,2236,3200,1,1,1,0.51125,0.69875,1
588,5200,5200,5200,1636,2236,3200,1,1,1,0.51125,0.69875,1
589,5200,5200,5200,1636,2136,3200,1,1,1,0.51125,0.6675,1
590,5200,5200,5200,1636,2136,3200,1,1,1,0.51125,0.6675,1
591,5200,5200,5200,1636,2136,3200,1,1,1,0.51125,0.6675,1
592,5200,5200,5200,1636,2136,3200,1,1,1,0.51125,0.6675,1
593,5200,5200,5200,1636,2236,3200,1,1,1,0.51125,0.69875,1
594,5200,5200,5200,1636,2236,3200,1,1,1,0.51125,0.69875,1
595,5200,5200,5200,1636,2236,3200,1,1,1,0.51125,0.69875,1
596,5200,5200,5200,1636,2236,3200,1,1,1,0.51125,0.69875,1
597,5200,5200,5200,1636,2136,3200,1,1,1,0.51125,0.6675,1
598,5200,5200,5200,1636,1536,3200,1,1,1,0.51125,0.48,1
599,5200,5200,5200,1636,1136,3200,1,1,1,0.51125,0.355,1
600,5200,5200,5200,1636,1136,2936,1,1,1,0.51125,0.355,0.9175
601,5200,5200,5200,1636,1136,2936,1,1,1,0.51125,0.355,0.9175
602,5200,5200,5200,1636,936,2936,1,1,1,0.51125,0.2925,0.9175
603,5200,5200,5200,1636,936,2936,1,1,1,0.51125,0.2925,0.9175
604,5200,5200,5200,1636,936,2936,1,1,1,0.51125,0.2925,0.9175
605,5200,5200,5200,1636,936,2936,1,1,1,0.51125,0.2925,0.9175
606,5200,5200,5200,1636,936,2936,1,1,1,0.51125,0.2925,0.9175
607,5200,5200,5200,1836,1536,3000,1,1,1,0.57375,0.48,0.9375
608,5200,5200,5200,1836,1650,3000,1,1,1,0.57375,0.515625,0.9375
609,5200,5200,5200,1836,1650,3000,1,1,1,0.57375,0.515625,0.9375
610,5200,5200,5200,1836,1650,2900,1,1,1,0.57375,0.515625,0.90625
611,5200,5200,5200,1836,1650,2900,1,1,1,0.57375,0.515625,0.90625
612,5200,5200,5200,1836,1650,2900,1,1,1,0.57375,0.515625,0.90625
613,5200,5200,5200,1836,1650,2800,1,1,1,0.57375,0.515625,0.875
614,5200,5200,5200,1836,1650,2800,1,1,1,0.57375,0.515625,0.875
615,5200,5200,5200,1836,2050,2800,1,1,1,0.57375,0.640625,0.875
616,5200,5200,5200,1836,2050,2750,1,1,1,0.57375,0.640625,0.859375
617,5200,5200,5200,1836,2050,2350,1,1,1,0.57375,0.640625,0.734375
618,5200,5200,5200,1836,1600,2350,1,1,1,0.57375,0.5,0.734375
619,5200,5200,5200,1836,1600,2100,1,1,1,0.57375,0.5,0.65625
620,5200,5200,5200,1836,1600,2100,1,1,1,0.57375,0.5,0.65625
621,5200,5200,5200,1836,1600,2300,1,1,1,0.57375,0.5,0.71875
622,5200,5200,5200,1636,1536,2300,1,1,1,0.51125,0.48,0.71875
623,5200,5200,5200,1636,1136,2300,1,1,1,0.51125,0.355,0.71875
624,5200,5200,5200,1636,1136,2400,1,1,1,0.51125,0.355,0.75
625,5200,5200,5200,1636,1136,2400,1,1,1,0.51125,0.355,0.75
626,5200,5200,5200,1636,936,2400,1,1,1,0.51125,0.2925,0.75
627,5200,5200,5200,1636,936,2400,1,1,1,0.51125,0.2925,0.75
628,5200,5200,5200,1636,936,2400,1,1,1,0.51125,0.2925,0.75
629,5200,5200,5200,1636,936,2400,1,1,1,0.51125,0.2925,0.75
630,5200,5200,5200,1636,936,2400,1,1,1,0.51125,0.2925,0.75
631,5200,5200,5200,1836,1250,2400,1,1,1,0.57375,0.390625,0.75
632,5200,5200,5200,1836,1250,2400,1,1,1,0.57375,0.390625,0.75
633,5200,5200,5200,1836,1250,2400,1,1,1,0.57375,0.390625,0.75
634,5200,5200,5200,1836,1250,2400,1,1,1,0.57375,0.390625,0.75
635,5200,5200,5200,1836,1250,2400,1,1,1,0.57375,0.390625,0.75
636,5200,5200,5200,1836,1250,2600,1,1,1,0.57375,0.390625,0.8125
637,5200,5200,5200,1836,1250,3000,1,1,1,0.57375,0.390625,0.9375
638,5200,5200,5200,1836,1250,3000,1,1,1,0.57375,0.390625,0.9375
639,5200,5200,5200,1836,1250,3000,1,1,1,0.57375,0.390625,0.9375
640,5200,5200,5200,1836,1250,3000,1,1,1,0.57375,0.390625,0.9375
641,5200,5200,5200,1836,1250,3000,1,1,1,0.57375,0.390625,0.9375
642,5200,5200,5200,1836,1250,3000,1,1,1,0.57375,0.390625,0.9375
643,5200,5200,5200,1836,1250,3000,1,1,1,0.57375,0.390625,0.9375
644,5200,5200,5200,1836,1250,3000,1,1,1,0.57375,0.390625,0.9375
645,5200,5200,5200,1836,1250,3000,1,1,1,0.57375,0.390625,0.9375
646,5200,5200,5200,1636,1250,3000,1,1,1,0.51125,0.390625,0.9375
647,5200,5200,5200,1636,1136,3000,1,1,1,0.51125,0.355,0.9375
648,5200,5200,5200,1736,1136,2936,1,1,1,0.5425,0.355,0.9175
649,5200,5200,5200,1736,1136,2936,1,1,1,0.5425,0.355,0.9175
650,5200,5200,5200,1736,936,2936,1,1,1,0.5425,0.2925,0.9175
651,5200,5200,5200,1736,936,2936,1,1,1,0.5425,0.2925,0.9175
652,5200,5200,5200,1736,936,2936,1,1,1,0.5425,0.2925,0.9175
653,5200,5200,5200,1736,1136,2936,1,1,1,0.5425,0.355,0.9175
654,5200,5200,5200,1736,1136,2936,1,1,1,0.5425,0.355,0.9175
655,5200,4900,5200,1836,1450,3000,1,0.942307692,1,0.57375,0.453125,0.9375
656,5200,4900,5200,1836,1500,3000,1,0.942307692,1,0.57375,0.46875,0.9375
657,5200,4900,5200,1836,1500,3000,1,0.942307692,1,0.57375,0.46875,0.9375
658,5200,4900,5200,1836,1500,3000,1,0.942307692,1,0.57375,0.46875,0.9375
659,5200,4900,5200,1836,1500,3000,1,0.942307692,1,0.57375,0.46875,0.9375
660,5200,4900,5200,1636,1500,3000,1,0.942307692,1,0.51125,0.46875,0.9375
661,5200,4900,5200,1636,2000,3000,1,0.942307692,1,0.51125,0.625,0.9375
662,5200,4900,5200,1636,2000,3000,1,0.942307692,1,0.51125,0.625,0.9375
663,5200,4900,5200,1636,2100,3200,1,0.942307692,1,0.51125,0.65625,1
664,5200,4900,5200,1636,2100,3000,1,0.942307692,1,0.51125,0.65625,0.9375
665,5200,5200,5200,1636,2100,3000,1,1,1,0.51125,0.65625,0.9375
666,5200,5200,5200,1636,2100,3000,1,1,1,0.51125,0.65625,0.9375
667,5200,5200,5200,1636,2000,3000,1,1,1,0.51125,0.625,0.9375
668,5200,5200,5200,1636,2000,2600,1,1,1,0.51125,0.625,0.8125
669,5200,5200,5200,1636,2000,2600,1,1,1,0.51125,0.625,0.8125
670,5200,5200,5200,1636,1736,2600,1,1,1,0.51125,0.5425,0.8125
671,5200,5200,5200,1636,1136,2600,1,1,1,0.51125,0.355,0.8125
672,5200,5200,5200,1636,1136,2600,1,1,1,0.51125,0.355,0.8125
673,5200,5200,5200,1636,1136,2600,1,1,1,0.51125,0.355,0.8125
674,5200,5200,5200,1636,936,2600,1,1,1,0.51125,0.2925,0.8125
675,5200,5200,5200,1636,936,2600,1,1,1,0.51125,0.2925,0.8125
676,5200,5200,5200,1636,936,2400,1,1,1,0.51125,0.2925,0.75
677,5200,5200,5200,1636,1136,2400,1,1,1,0.51125,0.355,0.75
678,5200,5200,5200,1636,1136,2400,1,1,1,0.51125,0.355,0.75
679,5200,5200,5200,1636,1600,2400,1,1,1,0.51125,0.5,0.75
680,5200,5200,5200,1636,1600,2400,1,1,1,0.51125,0.5,0.75
681,5200,5200,5200,1636,1600,2400,1,1,1,0.51125,0.5,0.75
682,5200,5200,5200,1636,1600,2400,1,1,1,0.51125,0.5,0.75
683,5200,5200,5200,1636,1600,2400,1,1,1,0.51125,0.5,0.75
684,5200,5200,5200,1636,1600,2400,1,1,1,0.51125,0.5,0.75
685,5200,5200,5200,1636,1600,2400,1,1,1,0.51125,0.5,0.75
686,5200,5200,5200,1636,1600,2400,1,1,1,0.51125,0.5,0.75
687,5200,5200,5200,1636,1600,2600,1,1,1,0.51125,0.5,0.8125
688,5200,5200,5200,1636,1600,2600,1,1,1,0.51125,0.5,0.8125
689,5200,5200,5200,1636,1600,2600,1,1,1,0.51125,0.5,0.8125
690,5200,5200,5200,1636,1600,2600,1,1,1,0.51125,0.5,0.8125
691,5200,5200,5200,1636,1600,2600,1,1,1,0.51125,0.5,0.8125
