Hour,Export [MW],,,Import [MW],,,Export [MW/MWmax],,,Import [MW/MWmax],,
4261,5200,5200,4750,2836,2650,2500,1,1,0.913461538,0.88625,0.828125,0.78125
4262,5200,5200,4750,2836,2650,2500,1,1,0.913461538,0.88625,0.828125,0.78125
4263,5200,5200,4750,2836,2650,2500,1,1,0.913461538,0.88625,0.828125,0.78125
4264,5200,5200,4750,2836,2650,2500,1,1,0.913461538,0.88625,0.828125,0.78125
4265,5200,5200,4750,2836,2650,2500,1,1,0.913461538,0.88625,0.828125,0.78125
4266,5200,5200,4750,2836,2650,2500,1,1,0.913461538,0.88625,0.828125,0.78125
4267,5200,5200,4750,2836,2650,2300,1,1,0.913461538,0.88625,0.828125,0.71875
4268,5200,5200,4750,2836,2650,2300,1,1,0.913461538,0.88625,0.828125,0.71875
4269,5200,5200,4750,2836,2650,2300,1,1,0.913461538,0.88625,0.828125,0.71875
4270,5200,5200,4750,2836,2650,2300,1,1,0.913461538,0.88625,0.828125,0.71875
4271,5200,5200,4750,2836,2600,2400,1,1,0.913461538,0.88625,0.8125,0.75
4272,5200,5200,4750,2836,2600,2400,1,1,0.913461538,0.88625,0.8125,0.75
4273,5200,5200,4750,2836,2600,2400,1,1,0.913461538,0.88625,0.8125,0.75
4274,5200,5200,4750,2836,2600,2400,1,1,0.913461538,0.88625,0.8125,0.75
4275,5200,5200,4750,2836,2600,2400,1,1,0.913461538,0.88625,0.8125,0.75
4276,5200,5200,4750,2836,2600,2400,1,1,0.913461538,0.88625,0.8125,0.75
4277,5200,5200,4750,2836,2600,2300,1,1,0.913461538,0.88625,0.8125,0.71875
4278,5200,5200,4750,2836,2800,2300,1,1,0.913461538,0.88625,0.875,0.71875
4279,5200,5200,4750,2836,2800,2300,1,1,0.913461538,0.88625,0.875,0.71875
4280,5200,5200,4750,2836,2800,2300,1,1,0.913461538,0.88625,0.875,0.71875
4281,5200,5200,4750,2836,2600,2300,1,1,0.913461538,0.88625,0.8125,0.71875
4282,5200,5200,4750,2836,2600,2300,1,1,0.913461538,0.88625,0.8125,0.71875
4283,5200,5200,4750,2836,2600,2300,1,1,0.913461538,0.88625,0.8125,0.71875
4284,5200,5200,4750,2836,2600,2300,1,1,0.913461538,0.88625,0.8125,0.71875
4285,5200,5200,4750,2836,2600,2300,1,1,0.913461538,0.88625,0.8125,0.71875
4286,5200,5200,4750,2836,2600,2300,1,1,0.913461538,0.88625,0.8125,0.71875
4287,5200,5200,4750,2836,2600,2300,1,1,0.913461538,0.88625,0.8125,0.71875
4288,5200,5200,4750,2836,2600,2300,1,1,0.913461538,0.88625,0.8125,0.71875
4289,5200,5200,4750,2836,2600,2300,1,1,0.913461538,0.88625,0.8125,0.71875
4290,5200,5200,4750,2836,2600,2300,1,1,0.913461538,0.88625,0.8125,0.71875
4291,5200,5200,4750,2836,2600,2500,1,1,0.913461538,0.88625,0.8125,0.78125
4292,5200,5200,4750,2836,2600,2500,1,1,0.913461538,0.88625,0.8125,0.78125
4293,5200,5200,4750,2836,2600,2600,1,1,0.913461538,0.88625,0.8125,0.8125
4294,5200,5200,4750,2836,2600,2600,1,1,0.913461538,0.88625,0.8125,0.8125
4295,5200,5200,4750,2836,2600,2400,1,1,0.913461538,0.88625,0.8125,0.75
4296,5200,5200,4750,2836,2600,2400,1,1,0.913461538,0.88625,0.8125,0.75
4297,5200,5200,4750,2836,2600,2600,1,1,0.913461538,0.88625,0.8125,0.8125
4298,5200,5200,4750,2836,2600,2600,1,1,0.913461538,0.88625,0.8125,0.8125
4299,5200,5200,4750,2836,2600,2600,1,1,0.913461538,0.88625,0.8125,0.8125
4300,5200,5200,4750,2836,2600,2600,1,1,0.913461538,0.88625,0.8125,0.8125
4301,5200,5200,4750,2836,2600,2500,1,1,0.913461538,0.88625,0.8125,0.78125
4302,5200,5200,4750,2636,2800,2500,1,1,0.913461538,0.82375,0.875,0.78125
4303,5200,5200,4750,2636,2800,2500,1,1,0.913461538,0.82375,0.875,0.78125
4304,5200,5200,4750,2636,2800,2500,1,1,0.913461538,0.82375,0.875,0.78125
4305,5200,5200,4750,2636,2800,2500,1,1,0.913461538,0.82375,0.875,0.78125
4306,5200,5200,4750,2636,2800,2300,1,1,0.913461538,0.82375,0.875,0.71875
4307,5200,5200,4750,2636,2800,2300,1,1,0.913461538,0.82375,0.875,0.71875
4308,5200,5200,4750,2636,2800,2300,1,1,0.913461538,0.82375,0.875,0.71875
4309,5200,5200,4750,2636,2800,2300,1,1,0.913461538,0.82375,0.875,0.71875
4310,5200,5200,4750,2636,2800,2300,1,1,0.913461538,0.82375,0.875,0.71875
4311,5200,5200,4750,2636,2800,1900,1,1,0.913461538,0.82375,0.875,0.59375
4312,5200,5200,4750,2636,2800,1900,1,1,0.913461538,0.82375,0.875,0.59375
4313,5200,5200,4750,2636,2800,1900,1,1,0.913461538,0.82375,0.875,0.59375
4314,5200,5200,4750,2636,2800,1900,1,1,0.913461538,0.82375,0.875,0.59375
4315,5200,5200,4750,2636,2800,1900,1,1,0.913461538,0.82375,0.875,0.59375
4316,5200,5200,4750,2636,2800,1900,1,1,0.913461538,0.82375,0.875,0.59375
4317,5200,5200,4750,2636,2600,1800,1,1,0.913461538,0.82375,0.8125,0.5625
4318,5200,5200,4750,2636,2600,1800,1,1,0.913461538,0.82375,0.8125,0.5625
4319,5200,5200,4750,2636,2600,2000,1,1,0.913461538,0.82375,0.8125,0.625
4320,5200,5200,4750,2636,2600,2000,1,1,0.913461538,0.82375,0.8125,0.625
4321,5200,5200,4750,2636,2600,2000,1,1,0.913461538,0.82375,0.8125,0.625
4322,5200,5200,4750,2636,2600,2000,1,1,0.913461538,0.82375,0.8125,0.625
4323,5200,5200,4750,2636,2600,2000,1,1,0.913461538,0.82375,0.8125,0.625
4324,5200,5200,4750,2636,2600,1800,1,1,0.913461538,0.82375,0.8125,0.5625
4325,5200,5200,4750,2636,2600,1700,1,1,0.913461538,0.82375,0.8125,0.53125
4326,5200,5200,4750,2636,2600,1700,1,1,0.913461538,0.82375,0.8125,0.53125
4327,5200,5200,4750,2636,2600,1700,1,1,0.913461538,0.82375,0.8125,0.53125
4328,5200,5200,4750,2636,2600,1700,1,1,0.913461538,0.82375,0.8125,0.53125
4329,5200,5200,4750,2636,2600,1700,1,1,0.913461538,0.82375,0.8125,0.53125
4330,5200,5200,4750,2636,2600,1700,1,1,0.913461538,0.82375,0.8125,0.53125
4331,5200,5200,4750,2636,2600,1700,1,1,0.913461538,0.82375,0.8125,0.53125
4332,5200,5200,4750,2636,2600,1700,1,1,0.913461538,0.82375,0.8125,0.53125
4333,5200,5200,4750,2636,2200,1700,1,1,0.913461538,0.82375,0.6875,0.53125
4334,5200,5200,4750,2636,2600,1700,1,1,0.913461538,0.82375,0.8125,0.53125
4335,5200,5200,4750,2636,2600,1700,1,1,0.913461538,0.82375,0.8125,0.53125
4336,5200,5200,4750,2836,2600,1700,1,1,0.913461538,0.88625,0.8125,0.53125
4337,5200,5200,4750,2836,2600,1700,1,1,0.913461538,0.88625,0.8125,0.53125
4338,5200,5200,4750,2836,2600,1700,1,1,0.913461538,0.88625,0.8125,0.53125
4339,5200,5200,4750,2836,2600,1700,1,1,0.913461538,0.88625,0.8125,0.53125
4340,5200,5200,4750,2836,2600,1700,1,1,0.913461538,0.88625,0.8125,0.53125
4341,5200,5200,4750,2836,2600,2000,1,1,0.913461538,0.88625,0.8125,0.625
4342,5200,5200,4750,2836,2600,2000,1,1,0.913461538,0.88625,0.8125,0.625
4343,5200,5200,4750,2836,2650,2400,1,1,0.913461538,0.88625,0.828125,0.75
4344,5200,5200,4750,2836,2650,2400,1,1,0.913461538,0.88625,0.828125,0.75
4345,5200,5200,4750,2836,2650,2400,1,1,0.913461538,0.88625,0.828125,0.75
4346,5200,5200,4750,2836,2650,2400,1,1,0.913461538,0.88625,0.828125,0.75
4347,5200,5200,4750,2836,2650,2400,1,1,0.913461538,0.88625,0.828125,0.75
4348,5200,5200,4750,2836,2650,2400,1,1,0.913461538,0.88625,0.828125,0.75
4349,5200,5200,4750,2836,2600,2300,1,1,0.913461538,0.88625,0.8125,0.71875
4350,5200,5200,4750,2836,2600,2300,1,1,0.913461538,0.88625,0.8125,0.71875
4351,5200,5200,4750,2836,2600,2300,1,1,0.913461538,0.88625,0.8125,0.71875
4352,5200,5200,4750,2836,2600,1900,1,1,0.913461538,0.88625,0.8125,0.59375
4353,5200,5200,4750,2836,2600,1900,1,1,0.913461538,0.88625,0.8125,0.59375
4354,5200,5200,4750,2836,2600,1900,1,1,0.913461538,0.88625,0.8125,0.59375
4355,5200,5200,4750,2836,2600,1900,1,1,0.913461538,0.88625,0.8125,0.59375
4356,5200,5200,4750,2836,2200,1900,1,1,0.913461538,0.88625,0.6875,0.59375
4357,5200,5200,4750,2836,2200,1700,1,1,0.913461538,0.88625,0.6875,0.53125
4358,5200,5200,4750,2836,2600,1700,1,1,0.913461538,0.88625,0.8125,0.53125
4359,5200,5200,4750,2836,2600,1700,1,1,0.913461538,0.88625,0.8125,0.53125
4360,5200,5200,4750,2836,2600,1700,1,1,0.913461538,0.88625,0.8125,0.53125
4361,5200,5200,4750,2836,2600,1700,1,1,0.913461538,0.88625,0.8125,0.53125
4362,5200,5200,4750,2836,2600,1700,1,1,0.913461538,0.88625,0.8125,0.53125
4363,5200,5200,4750,2836,2600,1700,1,1,0.913461538,0.88625,0.8125,0.53125
4364,5200,5200,4750,2836,2600,1700,1,1,0.913461538,0.88625,0.8125,0.53125
4365,5200,5200,4750,2836,2600,1800,1,1,0.913461538,0.88625,0.8125,0.5625
4366,5200,5200,4750,2836,2650,1800,1,1,0.913461538,0.88625,0.828125,0.5625
4367,5200,5200,4750,2836,2600,2000,1,1,0.913461538,0.88625,0.8125,0.625
4368,5200,5200,4750,2836,2600,2000,1,1,0.913461538,0.88625,0.8125,0.625
4369,5200,5200,4750,2836,2600,2000,1,1,0.913461538,0.88625,0.8125,0.625
4370,5200,5200,4750,2836,2600,2000,1,1,0.913461538,0.88625,0.8125,0.625
4371,5200,5200,4750,2836,2600,2000,1,1,0.913461538,0.88625,0.8125,0.625
4372,5200,5200,4750,2836,2600,2000,1,1,0.913461538,0.88625,0.8125,0.625
4373,5200,5200,4750,2836,2600,1900,1,1,0.913461538,0.88625,0.8125,0.59375
4374,5200,5200,4750,2836,2600,1900,1,1,0.913461538,0.88625,0.8125,0.59375
4375,5200,5200,4750,2836,2600,1900,1,1,0.913461538,0.88625,0.8125,0.59375
4376,5200,5200,4750,2836,2600,1900,1,1,0.913461538,0.88625,0.8125,0.59375
4377,5200,5200,4750,2836,2200,1900,1,1,0.913461538,0.88625,0.6875,0.59375
4378,5200,5200,4750,2836,2200,1900,1,1,0.913461538,0.88625,0.6875,0.59375
4379,5200,5200,4750,2836,2200,1900,1,1,0.913461538,0.88625,0.6875,0.59375
4380,5200,5200,4750,2836,2200,1900,1,1,0.913461538,0.88625,0.6875,0.59375
4381,5200,5200,4150,2836,2200,1550,1,1,0.798076923,0.88625,0.6875,0.484375
4382,5200,5200,4750,2836,2200,1900,1,1,0.913461538,0.88625,0.6875,0.59375
4383,5200,5200,4750,2836,2200,1900,1,1,0.913461538,0.88625,0.6875,0.59375
4384,5200,5200,4750,2836,2200,1900,1,1,0.913461538,0.88625,0.6875,0.59375
4385,5200,5200,4750,2836,2200,2300,1,1,0.913461538,0.88625,0.6875,0.71875
4386,5200,5200,4750,2836,2200,2300,1,1,0.913461538,0.88625,0.6875,0.71875
4387,5200,5200,4750,2836,2600,2300,1,1,0.913461538,0.88625,0.8125,0.71875
4388,5200,5200,4750,2836,2600,2300,1,1,0.913461538,0.88625,0.8125,0.71875
4389,5200,5200,4750,2836,2600,2400,1,1,0.913461538,0.88625,0.8125,0.75
4390,5200,5200,4750,2600,2600,2400,1,1,0.913461538,0.8125,0.8125,0.75
4391,5200,5200,4750,2600,2700,2750,1,1,0.913461538,0.8125,0.84375,0.859375
4392,5200,5200,4750,2600,2600,2750,1,1,0.913461538,0.8125,0.8125,0.859375
4393,5200,5200,4750,2600,2600,2750,1,1,0.913461538,0.8125,0.8125,0.859375
4394,5200,5200,4750,2600,2600,2750,1,1,0.913461538,0.8125,0.8125,0.859375
4395,5200,5200,4750,2600,2600,2750,1,1,0.913461538,0.8125,0.8125,0.859375
4396,5200,5200,4750,2600,2600,2750,1,1,0.913461538,0.8125,0.8125,0.859375
4397,5200,5200,4750,2836,2600,2750,1,1,0.913461538,0.88625,0.8125,0.859375
4398,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4399,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4400,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4401,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4402,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4403,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4404,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4405,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4406,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4407,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4408,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4409,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4410,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4411,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4412,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4413,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4414,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4415,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4416,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4417,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4418,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4419,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4420,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4421,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4422,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4423,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4424,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4425,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4426,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4427,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4428,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4429,5200,5200,4750,2836,2600,2506,1,1,0.913461538,0.88625,0.8125,0.783125
4430,5200,5200,4750,2836,2700,2506,1,1,0.913461538,0.88625,0.84375,0.783125
4431,5200,5200,4750,2836,2700,2506,1,1,0.913461538,0.88625,0.84375,0.783125
4432,5200,5200,4750,2836,2700,2506,1,1,0.913461538,0.88625,0.84375,0.783125
4433,5200,5200,4750,2836,2700,2506,1,1,0.913461538,0.88625,0.84375,0.783125
4434,5200,5200,4750,2836,2700,2506,1,1,0.913461538,0.88625,0.84375,0.783125
4435,5200,5200,4750,2836,2700,2506,1,1,0.913461538,0.88625,0.84375,0.783125
4436,5200,5200,4750,2836,2700,2506,1,1,0.913461538,0.88625,0.84375,0.783125
4437,5200,5200,4750,2836,2700,2506,1,1,0.913461538,0.88625,0.84375,0.783125
4438,5200,5200,4750,2836,2700,2506,1,1,0.913461538,0.88625,0.84375,0.783125
4439,5200,5200,4750,2836,2700,2456,1,1,0.913461538,0.88625,0.84375,0.7675
4440,5200,5200,4750,2836,2700,2456,1,1,0.913461538,0.88625,0.84375,0.7675
4441,5200,5200,4750,2836,2700,2456,1,1,0.913461538,0.88625,0.84375,0.7675
4442,5200,5200,4750,2836,2700,2456,1,1,0.913461538,0.88625,0.84375,0.7675
4443,5200,5200,4750,2836,2700,2456,1,1,0.913461538,0.88625,0.84375,0.7675
4444,5200,5200,4750,2836,2700,2456,1,1,0.913461538,0.88625,0.84375,0.7675
4445,5200,5200,4750,2836,2700,2456,1,1,0.913461538,0.88625,0.84375,0.7675
4446,5200,5200,4750,2836,2800,2456,1,1,0.913461538,0.88625,0.875,0.7675
4447,5200,5200,4750,2836,2800,2456,1,1,0.913461538,0.88625,0.875,0.7675
4448,5200,5200,4750,2836,2800,2456,1,1,0.913461538,0.88625,0.875,0.7675
4449,5200,5200,4750,2836,2800,2456,1,1,0.913461538,0.88625,0.875,0.7675
4450,5200,5200,4750,2836,2800,2456,1,1,0.913461538,0.88625,0.875,0.7675
4451,5200,5200,4750,2836,2800,2456,1,1,0.913461538,0.88625,0.875,0.7675
4452,5200,5200,4750,2836,2800,2456,1,1,0.913461538,0.88625,0.875,0.7675
4453,5200,5200,4750,2836,2800,2456,1,1,0.913461538,0.88625,0.875,0.7675
4454,5200,5200,4750,2836,2800,2456,1,1,0.913461538,0.88625,0.875,0.7675
4455,5200,5200,4750,2836,2800,2456,1,1,0.913461538,0.88625,0.875,0.7675
4456,5200,5200,4750,2836,2800,2456,1,1,0.913461538,0.88625,0.875,0.7675
4457,5200,5200,4750,2836,2800,2456,1,1,0.913461538,0.88625,0.875,0.7675
4458,5200,5200,4750,2836,2800,2456,1,1,0.913461538,0.88625,0.875,0.7675
4459,5200,5200,4750,2836,2800,2456,1,1,0.913461538,0.88625,0.875,0.7675
4460,5200,5200,4750,2836,2800,2456,1,1,0.913461538,0.88625,0.875,0.7675
4461,5200,5200,4750,2836,2800,2456,1,1,0.913461538,0.88625,0.875,0.7675
4462,5200,5200,4750,2836,2800,2456,1,1,0.913461538,0.88625,0.875,0.7675
4463,5200,5200,4750,2836,2800,2456,1,1,0.913461538,0.88625,0.875,0.7675
4464,5200,5200,4750,2836,2800,2456,1,1,0.913461538,0.88625,0.875,0.7675
4465,5200,5200,4750,2600,2800,2456,1,1,0.913461538,0.8125,0.875,0.7675
4466,5200,5200,4750,2600,2800,2456,1,1,0.913461538,0.8125,0.875,0.7675
4467,5200,5200,4750,2600,2800,2456,1,1,0.913461538,0.8125,0.875,0.7675
4468,5200,5200,4750,2600,2800,2456,1,1,0.913461538,0.8125,0.875,0.7675
4469,5200,5200,4750,2600,2800,2456,1,1,0.913461538,0.8125,0.875,0.7675
4470,5200,5200,4750,2600,2800,2456,1,1,0.913461538,0.8125,0.875,0.7675
4471,5200,5200,4750,2600,2800,2456,1,1,0.913461538,0.8125,0.875,0.7675
4472,5200,5200,4750,2600,2800,2456,1,1,0.913461538,0.8125,0.875,0.7675
4473,5200,4850,4750,2600,2800,2456,1,0.932692308,0.913461538,0.8125,0.875,0.7675
4474,5200,4850,4750,2836,2800,2456,1,0.932692308,0.913461538,0.88625,0.875,0.7675
4475,5200,4850,4750,2600,2600,2456,1,0.932692308,0.913461538,0.8125,0.8125,0.7675
4476,5200,4850,4750,2600,2600,2456,1,0.932692308,0.913461538,0.8125,0.8125,0.7675
4477,5200,4850,4750,2600,2600,2456,1,0.932692308,0.913461538,0.8125,0.8125,0.7675
4478,5200,4850,4750,2836,2200,2456,1,0.932692308,0.913461538,0.88625,0.6875,0.7675
4479,5200,4850,4750,2836,2200,2456,1,0.932692308,0.913461538,0.88625,0.6875,0.7675
4480,5200,4850,4750,2836,2200,2456,1,0.932692308,0.913461538,0.88625,0.6875,0.7675
4481,5200,4850,4750,2836,2200,2456,1,0.932692308,0.913461538,0.88625,0.6875,0.7675
4482,5200,4850,4750,2836,2200,2456,1,0.932692308,0.913461538,0.88625,0.6875,0.7675
4483,5200,4850,4750,2836,2200,2456,1,0.932692308,0.913461538,0.88625,0.6875,0.7675
4484,5200,4850,4750,2836,2200,2456,1,0.932692308,0.913461538,0.88625,0.6875,0.7675
4485,5200,4850,4750,2836,2200,2456,1,0.932692308,0.913461538,0.88625,0.6875,0.7675
4486,5200,4850,4750,2836,2200,2456,1,0.932692308,0.913461538,0.88625,0.6875,0.7675
4487,5200,4850,4750,2836,2000,2456,1,0.932692308,0.913461538,0.88625,0.625,0.7675
4488,5200,4850,4750,2836,2000,2456,1,0.932692308,0.913461538,0.88625,0.625,0.7675
4489,5200,4850,4750,2836,2000,2456,1,0.932692308,0.913461538,0.88625,0.625,0.7675
4490,5200,4850,4750,2836,2000,2456,1,0.932692308,0.913461538,0.88625,0.625,0.7675
4491,5200,4850,4750,2836,2000,2456,1,0.932692308,0.913461538,0.88625,0.625,0.7675
4492,5200,4850,4750,2836,2000,2456,1,0.932692308,0.913461538,0.88625,0.625,0.7675
4493,5200,4850,4750,2836,1600,2456,1,0.932692308,0.913461538,0.88625,0.5,0.7675
4494,5200,4850,4750,2836,1600,2456,1,0.932692308,0.913461538,0.88625,0.5,0.7675
4495,5200,4850,4750,2836,1600,2456,1,0.932692308,0.913461538,0.88625,0.5,0.7675
4496,5200,4850,4750,2836,1600,2456,1,0.932692308,0.913461538,0.88625,0.5,0.7675
4497,5200,4850,4750,2836,1600,2456,1,0.932692308,0.913461538,0.88625,0.5,0.7675
4498,5200,4850,4750,2836,1600,2456,1,0.932692308,0.913461538,0.88625,0.5,0.7675
4499,5200,4850,4750,2836,1600,2456,1,0.932692308,0.913461538,0.88625,0.5,0.7675
4500,5200,4850,4750,2836,1600,2456,1,0.932692308,0.913461538,0.88625,0.5,0.7675
4501,5200,4850,4750,2836,1600,2456,1,0.932692308,0.913461538,0.88625,0.5,0.7675
4502,5200,4850,4750,2836,1600,2456,1,0.932692308,0.913461538,0.88625,0.5,0.7675
4503,5200,4850,4750,2836,1600,2456,1,0.932692308,0.913461538,0.88625,0.5,0.7675
4504,5200,4850,4750,2836,1600,2506,1,0.932692308,0.913461538,0.88625,0.5,0.783125
4505,5200,4850,4750,2836,1600,2506,1,0.932692308,0.913461538,0.88625,0.5,0.783125
4506,5200,4850,4750,2836,1600,2506,1,0.932692308,0.913461538,0.88625,0.5,0.783125
4507,5200,4850,4750,2836,1600,2506,1,0.932692308,0.913461538,0.88625,0.5,0.783125
4508,5200,4850,4750,2836,1600,2506,1,0.932692308,0.913461538,0.88625,0.5,0.783125
4509,5200,4850,4750,2836,1600,2506,1,0.932692308,0.913461538,0.88625,0.5,0.783125
4510,5200,4850,4750,2836,1600,2506,1,0.932692308,0.913461538,0.88625,0.5,0.783125
4511,5200,4850,4750,2600,2600,2506,1,0.932692308,0.913461538,0.8125,0.8125,0.783125
4512,5200,4850,4750,2600,2600,2506,1,0.932692308,0.913461538,0.8125,0.8125,0.783125
4513,5200,4850,4750,2600,2600,2506,1,0.932692308,0.913461538,0.8125,0.8125,0.783125
4514,5200,4850,4750,2600,2600,2506,1,0.932692308,0.913461538,0.8125,0.8125,0.783125
4515,5200,4850,4750,2600,2600,2506,1,0.932692308,0.913461538,0.8125,0.8125,0.783125
4516,5200,4850,4750,2400,2600,2506,1,0.932692308,0.913461538,0.75,0.8125,0.783125
4517,5200,4850,4750,2400,2600,2506,1,0.932692308,0.913461538,0.75,0.8125,0.783125
4518,5200,4850,4750,2400,2600,2506,1,0.932692308,0.913461538,0.75,0.8125,0.783125
4519,5200,4850,4750,2400,2600,2506,1,0.932692308,0.913461538,0.75,0.8125,0.783125
4520,5200,4850,4750,2000,2688,2506,1,0.932692308,0.913461538,0.625,0.84,0.783125
4521,5200,4850,4750,2000,2688,2506,1,0.932692308,0.913461538,0.625,0.84,0.783125
4522,5200,4850,4750,2000,2688,2506,1,0.932692308,0.913461538,0.625,0.84,0.783125
4523,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4524,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4525,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4526,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4527,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4528,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4529,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4530,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4531,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4532,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4533,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4534,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4535,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4536,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4537,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4538,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4539,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4540,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4541,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4542,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4543,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4544,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4545,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4546,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4547,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4548,5200,5200,4750,2000,2688,2506,1,1,0.913461538,0.625,0.84,0.783125
4549,5200,5200,4750,2000,2600,2506,1,1,0.913461538,0.625,0.8125,0.783125
4550,5200,5200,4750,2000,2600,2506,1,1,0.913461538,0.625,0.8125,0.783125
4551,5200,5200,4750,2000,2600,2506,1,1,0.913461538,0.625,0.8125,0.783125
4552,5200,5200,4750,2000,2600,2506,1,1,0.913461538,0.625,0.8125,0.783125
4553,5200,5200,4750,2000,2600,2506,1,1,0.913461538,0.625,0.8125,0.783125
4554,5200,5200,4750,2000,2600,2506,1,1,0.913461538,0.625,0.8125,0.783125
4555,5200,5200,4750,2000,2600,2506,1,1,0.913461538,0.625,0.8125,0.783125
4556,5200,5200,4750,2000,2600,2506,1,1,0.913461538,0.625,0.8125,0.783125
4557,5200,5200,4750,2000,2600,2506,1,1,0.913461538,0.625,0.8125,0.783125
4558,5200,5200,4750,2000,2600,2506,1,1,0.913461538,0.625,0.8125,0.783125
4559,5200,5200,4750,2400,2200,2506,1,1,0.913461538,0.75,0.6875,0.783125
4560,5200,5200,4750,2400,2200,2506,1,1,0.913461538,0.75,0.6875,0.783125
4561,5200,5200,4750,2400,2200,2506,1,1,0.913461538,0.75,0.6875,0.783125
4562,5200,5200,4750,2400,2200,2506,1,1,0.913461538,0.75,0.6875,0.783125
